Year,New Player Name,Count Records,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Player-additional
2022,Lance Stephenson,1,Lance Stephenson,PG-SG,31,TOT,46,814,13.6,0.536,0.279,0.248,1.6,16,8.7,30.2,1.4,0.4,16.7,22.6,0.4,0.4,0.8,0.048,-1.6,-1.6,-3.2,-0.2,stephla01
2022,Lamar Stevens,1,Lamar Stevens,PF,24,CLE,63,1015,11.3,0.544,0.204,0.235,5.2,12.5,8.9,6.5,1.5,1.6,10.4,17.1,0.4,1.2,1.6,0.078,-3.2,0.3,-2.9,-0.2,stevela01
2022,Isaiah Stewart,1,Isaiah Stewart,C,20,DET,71,1816,14,0.55,0.094,0.21,12.8,24.5,18.4,6.9,0.6,3.9,13.7,14.6,1.6,1.8,3.4,0.091,-2.5,-0.8,-3.3,-0.6,stewais01
2022,Max Strus,1,Max Strus,SF,25,MIA,68,1587,12.7,0.614,0.784,0.094,1.7,12.5,7.2,8.8,0.9,1.1,8.8,18.1,2,1.7,3.6,0.11,1.4,-0.4,0.9,1.2,strusma01
2022,Jalen Suggs,1,Jalen Suggs,PG,20,ORL,48,1307,8.6,0.455,0.358,0.297,2.1,11.7,6.9,24.9,2.2,1.3,18.7,25.3,-3,1.3,-1.6,-0.06,-5.3,-0.2,-5.6,-1.2,suggsja01
2022,Craig Sword,1,Craig Sword,SG,28,WAS,3,19,14.2,0.75,0.25,0,0,0,0,7.7,10.4,0,20,11.7,0,0,0.1,0.158,-8.6,10,1.4,0,swordcr01
2022,Keifer Sykes,1,Keifer Sykes,PG,28,IND,32,566,5.9,0.456,0.474,0.089,1.5,7.4,4.4,14.9,1,0.6,14.3,17.4,-0.5,0.1,-0.5,-0.04,-4.4,-2.5,-6.9,-0.7,sykeske01
2022,Jae’Sean Tate,1,Jae’Sean Tate,PF,26,HOU,78,2056,14.3,0.567,0.277,0.252,7.2,15.3,11.2,16.9,1.7,1.8,14.6,19.6,1.9,1.1,3,0.071,-1.3,-0.5,-1.8,0.1,tateja01
2022,Jayson Tatum,1,Jayson Tatum,SF,23,BOS,76,2731,21.8,0.578,0.416,0.3,3.5,20.2,12.1,21.1,1.4,1.6,10.9,32.1,5,4.6,9.6,0.169,4.3,0.6,4.9,4.8,tatumja01
2022,Terry Taylor,1,Terry Taylor,SG,22,IND,33,714,19,0.656,0.173,0.232,14.6,12.2,13.4,8.6,1,1,8.7,15.9,2.2,0.2,2.4,0.16,2.2,-2.7,-0.6,0.3,taylote01
2022,Garrett Temple,1,Garrett Temple,SG,35,NOP,59,1098,8.6,0.494,0.627,0.139,2.9,11.8,7.2,9.2,1.9,2,11.8,13.9,-0.1,1,0.8,0.037,-2.8,0.3,-2.5,-0.1,templga01
2022,Emanuel Terry,1,Emanuel Terry,PF,25,PHO,3,18,-0.1,0,0,0,48.9,40.6,44.7,12.2,2.7,0,50,23.9,-0.1,0,-0.1,-0.256,-13,-5.3,-18.3,-0.1,terryem01
2022,Tyrell Terry,1,Tyrell Terry,PG,21,MEM,2,3,20,1,0,0,0,0,0,0,0,0,0,13.7,0,0,0,0.222,-3.4,2.5,-1,0,terryty01
2022,Jon Teske,1,Jon Teske,C,24,MEM,3,8,1.5,0,0,2,0,26.8,13.1,13.8,6,0,0,9.6,0,0,0,-0.08,-8.5,3.7,-4.8,0,teskejo01
2022,Daniel Theis,1,Daniel Theis,C,29,TOT,47,977,13.2,0.595,0.368,0.247,6.6,18.8,12.7,6.3,1,2.9,12.5,16.2,0.9,1,1.9,0.093,-1.9,-0.2,-2.1,0,theisda01
2022,Brodric Thomas,1,Brodric Thomas,SG,25,BOS,12,60,10,0.52,0.5,0.278,3.7,14.1,9,26,0.8,1.5,22.9,19.2,0,0.1,0.1,0.052,-3.6,0.8,-2.8,0,thomabr01
2022,Cam Thomas,1,Cam Thomas,SG,20,BRK,67,1176,11.7,0.519,0.346,0.209,1.5,13.1,7.5,9.7,1.4,0.6,9.1,22.1,0,0.8,0.8,0.033,-2,-1.4,-3.4,-0.4,thomaca02
2022,Isaiah Thomas,1,Isaiah Thomas,PG,32,TOT,22,333,12,0.516,0.497,0.156,1.3,8.1,4.6,15.7,1,1.4,7.8,24.8,0,0.1,0.2,0.026,-1.9,-2.6,-4.5,-0.2,thomais02
2022,Matt Thomas,1,Matt Thomas,SG,27,CHI,40,459,9.9,0.564,0.679,0.149,0.7,11.5,6.1,5.8,0.9,0.6,5.3,14.5,0.3,0.2,0.6,0.058,-1.2,-1.4,-2.6,-0.1,thomama02
2022,Klay Thompson,1,Klay Thompson,SG,31,GSW,32,941,16.7,0.547,0.517,0.089,1.8,12.4,7.3,16.1,0.8,1.7,6.7,29.6,0.6,1.2,1.8,0.091,2.6,-1.6,1.1,0.7,thompkl01
2022,Tristan Thompson,1,Tristan Thompson,PF,30,TOT,57,897,14.9,0.541,0.011,0.434,14.7,20.8,17.7,5.5,1.2,2,12.4,17.5,0.9,0.8,1.6,0.087,-1.6,-1.5,-3.1,-0.3,thomptr01
2022,JT Thor,1,JT Thor,PF,19,CHO,33,262,9.7,0.525,0.491,0.364,4.4,13.1,8.7,9.2,1.5,4,13.6,12,0.1,0.2,0.3,0.058,-3.1,0.1,-3,-0.1,thorjt01
2022,Matisse Thybulle,1,Matisse Thybulle,SG,24,PHI,66,1685,11.2,0.594,0.48,0.143,2.8,7.1,5,6.1,3.4,3.8,10.9,9.5,1.2,2.5,3.7,0.107,-2.2,3.3,1.1,1.3,thybuma01
2022,Killian Tillie,1,Killian Tillie,C,23,MEM,36,461,7.6,0.452,0.677,0.063,4.7,9.1,6.8,5.9,2.4,2.9,9.1,12.8,-0.1,0.6,0.6,0.058,-3.8,1.1,-2.7,-0.1,tilliki02
2022,Xavier Tillman Sr.,1,Xavier Tillman Sr.,PF,23,MEM,53,701,15.1,0.51,0.227,0.329,9.6,14.5,12,11.6,3.3,1.9,12.1,16.4,0.6,1.2,1.8,0.121,-1.1,1.8,0.7,0.5,tillmxa01
2022,Isaiah Todd,1,Isaiah Todd,PF,20,WAS,12,74,4.7,0.349,0.615,0.231,4.6,13.3,9,7.3,2.7,2.3,12.3,19.6,-0.2,0.1,-0.2,-0.104,-5.7,-1.2,-6.9,-0.1,toddis01
2022,Obi Toppin,1,Obi Toppin,PF,23,NYK,72,1230,18.3,0.614,0.357,0.262,5.9,17.7,11.7,10.9,1,2.6,9.6,20.8,2.5,1.5,3.9,0.153,1.7,0.3,2,1.2,toppiob01
2022,Juan Toscano-Anderson,1,Juan Toscano-Anderson,SF,28,GSW,73,994,11,0.561,0.37,0.298,3.2,15.8,9.7,17.6,2.4,1.6,20.4,14.7,0.3,1.8,2,0.098,-3.3,2.4,-0.8,0.3,toscaju01
2022,Karl-Anthony Towns,1,Karl-Anthony Towns,C,26,MIN,74,2476,24.1,0.64,0.301,0.385,8.2,23.6,15.7,18,1.4,3.2,13.7,27.8,7.1,3.2,10.3,0.199,4.5,0.5,5,4.4,townska01
2022,Gary Trent Jr.,1,Gary Trent Jr.,SG,23,TOR,70,2448,14.7,0.546,0.502,0.188,1.1,7.7,4.2,8.8,2.5,0.8,5.8,21.8,3.1,2.5,5.6,0.11,-0.1,0.3,0.2,1.3,trentga02
2022,P.J. Tucker,1,P.J. Tucker,PF,36,MIA,71,1981,11.3,0.593,0.451,0.143,5.8,16.2,11.1,10.6,1.5,0.8,12.7,11.7,2.4,2.6,5,0.121,-0.8,1.4,0.6,1.3,tuckepj01
2022,Rayjon Tucker,1,Rayjon Tucker,SG,24,TOT,5,71,17.7,0.869,0.556,0.778,4.7,7.5,6.1,18.1,2.7,0,7.6,7.9,0.3,0.1,0.4,0.243,2.3,1.2,3.5,0.1,tuckera01
2022,Myles Turner,1,Myles Turner,C,25,IND,42,1235,17.4,0.615,0.466,0.267,5.8,21.3,13.4,5.1,1.1,8.3,10.9,17.1,1.7,1.4,3.1,0.12,0.1,1.4,1.4,1.1,turnemy01
2022,Jonas Valanƒçi≈´nas,1,Jonas Valanƒçi≈´nas,C,29,NOP,74,2240,21.2,0.617,0.168,0.308,10.9,31.2,20.8,14,0.9,2.6,14.4,23.8,4.6,2.7,7.3,0.156,2,-0.1,1.9,2.2,valanjo01
2022,Denzel Valentine,1,Denzel Valentine,SG,28,TOT,24,222,8.1,0.523,0.712,0,4.6,16.1,10.4,7,1.8,0,15.4,15.5,-0.1,0.3,0.2,0.039,-3.1,0.4,-2.7,0,valende01
2022,Jarred Vanderbilt,1,Jarred Vanderbilt,PF,22,MIN,74,1880,15.3,0.612,0.039,0.363,12,23.9,17.8,6.7,2.5,2.4,14.8,10.9,3.1,2.9,6,0.153,-0.8,1,0.2,1.1,vandeja01
2022,Fred VanVleet,1,Fred VanVleet,PG,27,TOR,65,2462,17.3,0.552,0.585,0.202,1.8,11.4,6.4,26.7,2.3,1.4,12.5,23.7,3.9,2.8,6.7,0.131,3.1,0.5,3.6,3.5,vanvlfr01
2022,Devin Vassell,1,Devin Vassell,SF,21,SAS,71,1937,13.3,0.54,0.497,0.13,2.4,14.3,8.3,9.7,1.9,1.8,6.7,18.9,1.3,2,3.3,0.082,-0.5,0,-0.5,0.7,vassede01
2022,Gabe Vincent,1,Gabe Vincent,PG,25,MIA,68,1589,10.6,0.551,0.63,0.105,1.6,7.3,4.5,19.4,2,0.8,15.4,17.8,0.7,1.9,2.5,0.076,-1.9,0.5,-1.4,0.2,vincega01
2022,Nikola Vuƒçeviƒá,1,Nikola Vuƒçeviƒá,C,31,CHI,73,2418,18.2,0.533,0.287,0.105,6.6,30.7,18.7,15.2,1.4,2.5,10.1,24.5,1.4,3.2,4.5,0.09,0.8,0.1,0.9,1.8,vucevni01
2022,Dean Wade,1,Dean Wade,PF,25,CLE,51,980,10.1,0.584,0.654,0.138,3.6,13.1,8.5,7.3,1.5,0.6,6.5,11.1,1.1,1.1,2.3,0.111,-1.9,1.3,-0.6,0.4,wadede01
2022,Franz Wagner,1,Franz Wagner,SF,20,ORL,79,2429,14.7,0.559,0.278,0.225,3.6,11.9,7.7,15.7,1.4,1.3,10,21.2,2.1,1.9,4,0.079,-0.4,-0.3,-0.7,0.8,wagnefr01
2022,Moritz Wagner,1,Moritz Wagner,C,24,ORL,63,960,18.1,0.623,0.508,0.326,4.6,21,12.8,15.4,1,1.2,11,22.9,1.8,1,2.8,0.138,1.5,0.1,1.6,0.9,wagnemo01
2022,Ish Wainright,1,Ish Wainright,PF,27,PHO,45,359,9.4,0.494,0.567,0.115,8.3,7.9,8.1,5.3,2.7,1.5,10.6,14.7,0,0.6,0.6,0.079,-3,1,-2,0,wainris01
2022,Kemba Walker,1,Kemba Walker,PG,31,NYK,37,948,13.9,0.537,0.538,0.192,1.6,11.2,6.3,22.2,1.4,0.7,10.7,20.8,1,0.9,1.8,0.093,0.7,-0.2,0.4,0.6,walkeke02
2022,Lonnie Walker IV,1,Lonnie Walker IV,SG,23,SAS,70,1612,12.3,0.512,0.462,0.194,1.2,10.7,5.9,13.4,1.3,1,7.9,23.6,0.1,1.1,1.2,0.037,-1.2,-1.3,-2.5,-0.2,walkelo01
2022,M.J. Walker,1,M.J. Walker,SG,23,PHO,2,8,-3.3,0,0.5,0,0,13.1,6.7,13.8,12,0,0,21.5,-0.1,0,0,-0.276,-15.8,6.2,-9.6,0,walkemj01
2022,Tyrone Wallace,1,Tyrone Wallace,SG,27,NOP,6,75,2.5,0.383,0.4,0.25,0,12.1,5.9,1.8,2,1.3,8.3,13.9,-0.2,0.1,-0.1,-0.057,-7.7,-0.6,-8.2,-0.1,wallaty01
2022,Derrick Walton,1,Derrick Walton,PG,26,DET,3,108,5.9,0.342,0.5,0.154,1.9,8.4,5,26.4,3.2,3.3,28.4,15.4,-0.3,0.1,-0.2,-0.071,-5.3,1,-4.3,-0.1,waltode01
2022,Brad Wanamaker,1,Brad Wanamaker,PG,32,TOT,23,320,7.5,0.472,0.221,0.325,2.1,11.6,6.8,22.4,1.1,1.6,20.7,14.9,-0.1,0.1,0,0.004,-5.3,-0.5,-5.8,-0.3,wanambr01
2022,Duane Washington Jr.,1,Duane Washington Jr.,PG,21,IND,48,968,10.2,0.521,0.504,0.143,0.5,9.3,4.8,13,1.3,0.3,11.2,22.6,-0.2,0.2,0,-0.002,-1.9,-2.8,-4.8,-0.7,washidu02
2022,P.J. Washington,1,P.J. Washington,C,23,CHO,65,1768,13.6,0.588,0.566,0.152,4.8,15.5,10.1,11.2,1.5,3.3,12.6,15.6,1.8,1.6,3.4,0.091,-0.2,0.2,-0.1,0.9,washipj01
2022,Yuta Watanabe,1,Yuta Watanabe,SF,27,TOR,38,445,11.5,0.524,0.572,0.29,4.2,19,11.2,6.6,1.2,3.5,10.9,16.8,0.1,0.6,0.7,0.075,-1.9,0,-2,0,watanyu01
2022,Lindy Waters III,1,Lindy Waters III,SG,24,OKC,25,465,13,0.562,0.834,0.029,1.3,15,8.1,8.1,2,1.6,5.8,17.5,0.3,0.5,0.8,0.081,-0.8,-0.8,-1.6,0.1,waterli01
2022,Tremont Waters,1,Tremont Waters,PG,24,TOT,3,50,5.4,0.357,0.643,0,0,9.2,4.3,18.2,5,0,22.2,15.5,-0.1,0.1,0,-0.042,-7.8,0.1,-7.7,-0.1,watertr01
2022,Trendon Watford,1,Trendon Watford,SF,21,POR,48,869,15.8,0.59,0.142,0.352,7,18.6,12.6,14.6,1.4,3.2,12.5,17.6,1.4,0.5,1.9,0.104,-1.4,-0.4,-1.7,0.1,watfotr01
2022,Paul Watson,1,Paul Watson,SF,27,OKC,9,156,5.7,0.432,0.743,0.057,1.9,16.1,8.9,7.2,0.9,1.8,10,11,-0.1,0.1,0,0.001,-4.8,-0.6,-5.4,-0.1,watsopa01
2022,Quinndary Weatherspoon,1,Quinndary Weatherspoon,SG,25,GSW,11,73,12,0.647,0.238,0.238,3.1,17.4,10.5,10.1,0.7,1.3,11.5,15.7,0.1,0.1,0.2,0.148,-4.5,0.1,-4.4,0,weathqu01
2022,Russell Westbrook,1,Russell Westbrook,PG,33,LAL,78,2678,15,0.512,0.215,0.324,4.4,18.8,11.6,31.6,1.3,0.7,17.3,27.3,-0.6,2.3,1.7,0.03,-0.7,-0.9,-1.6,0.2,westbru01
2022,Coby White,1,Coby White,PG,21,CHI,61,1675,12.6,0.564,0.548,0.141,1.1,11,6.1,15,0.8,0.6,9.3,19.8,1.6,0.8,2.4,0.067,-0.4,-1.7,-2.1,0,whiteco01
2022,Derrick White,1,Derrick White,SG,27,TOT,75,2199,14.8,0.549,0.461,0.294,1.8,10.7,6.3,22.9,1.4,2.3,11.6,19.9,2.8,2.3,5.1,0.111,0.4,0.6,0.9,1.6,whitede01
2022,Hassan Whiteside,1,Hassan Whiteside,C,32,UTA,65,1162,22.9,0.662,0,0.506,16.2,29.9,23.3,3.4,0.9,7.8,11.6,17.1,3.4,2.3,5.8,0.238,0.6,1.4,2.1,1.2,whiteha01
2022,Joe Wieskamp,1,Joe Wieskamp,SG,22,SAS,29,205,7.1,0.494,0.768,0.232,2,5.2,3.6,5.5,0.9,1.2,3.1,13.1,0.1,0.1,0.1,0.035,-2.9,-1.1,-3.9,-0.1,wieskjo01
2022,Aaron Wiggins,1,Aaron Wiggins,SG,23,OKC,50,1209,10.3,0.556,0.409,0.252,4.3,11,7.6,8.5,1.2,0.8,12.6,15.3,0.5,0.8,1.2,0.048,-3.4,-0.9,-4.3,-0.7,wiggiaa01
2022,Andrew Wiggins,1,Andrew Wiggins,SF,26,GSW,73,2329,15,0.56,0.392,0.231,4.1,10.9,7.6,10.8,1.6,2.1,9,23.1,1.8,3.4,5.1,0.105,0.3,0.1,0.4,1.4,wiggian01
2022,Lindell Wigginton,1,Lindell Wigginton,PG,23,MIL,19,199,10.2,0.524,0.426,0.574,1.6,11.5,6.7,15.7,1.2,0.5,13.6,19,0,0.1,0.2,0.044,-3.2,-1.9,-5,-0.2,wiggili01
2022,Brandon Williams,1,Brandon Williams,PG,22,POR,24,640,11,0.476,0.376,0.344,3.1,9.8,6.4,23.1,1.8,1.5,15.2,25.9,-0.7,0.2,-0.5,-0.037,-2.6,-3.1,-5.7,-0.6,willibr03
2022,Grant Williams,1,Grant Williams,PF,23,BOS,77,1875,11.2,0.635,0.597,0.22,3.8,11.8,7.9,5.7,1,2.8,11.6,12.6,2.4,2.6,5.1,0.13,-1.4,1.1,-0.4,0.8,willigr01
2022,Kenrich Williams,1,Kenrich Williams,SF,27,OKC,49,1072,13.3,0.532,0.382,0.174,7.1,14.1,10.5,15.3,2,0.9,11.9,15.6,0.8,1,1.8,0.081,-1.3,1.1,-0.3,0.5,willike04
2022,Lou Williams,1,Lou Williams,PG,35,ATL,56,799,12.1,0.5,0.319,0.244,2.2,9.7,6,18.6,1.7,0.3,10.8,21.7,0.2,0.4,0.6,0.034,-2,-1.4,-3.4,-0.3,willilo02
2022,Patrick Williams,1,Patrick Williams,PF,20,CHI,17,422,12.7,0.637,0.284,0.402,4.6,13.8,9.2,4.8,1,1.8,11.8,14.2,0.6,0.3,0.9,0.099,-0.9,-0.7,-1.5,0,willipa01
2022,Robert Williams,1,Robert Williams,C,24,BOS,61,1804,22.1,0.745,0.003,0.245,14.6,20.5,17.6,9.7,1.5,6.8,13.4,11.5,6,3.9,9.9,0.262,2.4,3.1,5.5,3.4,williro04
2022,Ziaire Williams,1,Ziaire Williams,SF,20,MEM,62,1346,9.7,0.559,0.571,0.13,2,8.2,5,6.3,1.2,0.8,8.4,14.9,1.1,1.1,2.2,0.08,-2.4,-0.6,-3,-0.3,willizi02
2022,DJ Wilson,1,D.J. Wilson,PF,25,TOR,4,54,27.9,0.773,0.133,0.667,1.9,31.8,16.1,14.6,4.6,1.8,9.3,17,0.2,0.1,0.4,0.328,1.8,3.2,5,0.1,wilsodj01
2022,Dylan Windler,1,Dylan Windler,SF,25,CLE,50,459,8.8,0.519,0.714,0.184,5.2,16,10.7,10,1.5,0.6,13.1,11.8,0.2,0.6,0.8,0.084,-2.9,1.2,-1.7,0,windldy01
2022,Justise Winslow,1,Justise Winslow,PF,25,TOT,48,774,13.1,0.479,0.257,0.257,7,20.9,14,16.1,2.2,2.9,14.6,18.9,-0.3,1.1,0.8,0.048,-2.7,1,-1.7,0.1,winslju01
2022,Cassius Winston,1,Cassius Winston,PG,23,WAS,7,39,6,0.549,0.545,0.364,0,2.8,1.4,24.4,0,0,19,18,0,0,0,0.015,-5.9,-3.5,-9.3,-0.1,winstca01
2022,Christian Wood,1,Christian Wood,C,26,HOU,68,2094,19.1,0.595,0.383,0.378,5.7,30.4,18,12.2,1.2,2.8,11,23.3,2.9,2,4.9,0.112,2.1,-0.4,1.6,1.9,woodch01
2022,Robert Woodard II,1,Robert Woodard II,SF,22,SAC,12,42,2.1,0.207,0.25,0.125,12.8,15.7,14.3,9,1.1,2.1,5.6,18.3,-0.2,0,-0.1,-0.147,-6.8,-3.6,-10.4,-0.1,woodaro01
2022,Delon Wright,1,Delon Wright,SG,29,ATL,77,1452,13.8,0.576,0.431,0.234,3.8,12.7,8.3,16.6,3.1,1.2,13.2,10.3,2.2,1.5,3.6,0.121,-0.2,2.4,2.2,1.6,wrighde01
2022,McKinley Wright IV,1,McKinley Wright IV,PG,23,MIN,5,19,9.5,0.833,0.667,0,0,0,0,20.9,0,0,25,8.8,0,0,0,0.092,-1.4,-2.8,-4.2,0,wrighmc01
2022,Moses Wright,1,Moses Wright,PF,23,TOT,4,14,18.3,0.47,0.25,0.75,7.9,15.9,11.9,16.8,0,6.5,0,17.1,0,0,0.1,0.18,1.1,0.4,1.4,0,wrighmo01
2022,Gabe York,1,Gabe York,SG,28,IND,2,21,12.7,0.435,0.857,0.714,0,10.8,5.3,25.1,4.7,4.1,9.8,20.8,0,0,0,0.059,-3.7,2.2,-1.5,0,yorkga01
2022,Thaddeus Young,1,Thaddeus Young,PF,33,TOT,52,845,17,0.548,0.176,0.18,9.8,16.8,13.1,17.7,3.1,2,15,17.4,0.9,1.3,2.2,0.126,0.1,2.1,2.2,0.9,youngth01
2022,Trae Young,1,Trae Young,PG,23,ATL,76,2652,25.4,0.603,0.395,0.358,2.1,9.6,5.9,46.7,1.3,0.2,14.5,34.4,9,1,10,0.181,7.1,-2,5.2,4.8,youngtr01
2022,Omer Yurtseven,1,Omer Yurtseven,C,23,MIA,56,706,17.4,0.546,0.045,0.247,13.9,33,23.6,11,1.2,3,13,19.9,0.8,1.4,2.1,0.145,-1.4,0.4,-1,0.2,yurtsom01
2022,Cody Zeller,1,Cody Zeller,C,29,POR,27,355,17.2,0.627,0.044,0.544,14.9,24.1,19.3,9.4,1.1,1.7,14.6,15.9,0.9,0.2,1.1,0.143,-1.2,-1,-2.1,0,zelleco01
2022,Ivica Zubac,1,Ivica Zubac,C,24,LAC,76,1852,19.2,0.66,0,0.459,12.8,23.7,18.4,9.8,1,3.5,16.1,16.8,4.3,2.9,7.2,0.187,-0.1,0.8,0.7,1.3,zubaciv01
2021,Precious Achiuwa,1,Precious Achiuwa,PF,21,MIA,61,737,14.2,0.55,0.004,0.482,11.5,20.6,16.1,6.1,1.3,4,13.5,19.5,0.3,1,1.3,0.085,-3.6,-0.5,-4.1,-0.4,achiupr01
2021,Jaylen Adams,1,Jaylen Adams,PG,24,MIL,7,18,-6.5,0.125,0.25,0,0,16.9,8.8,12.7,0,0,0,18.6,-0.1,0,-0.1,-0.252,-15.1,-4.6,-19.8,-0.1,adamsja01
2021,Steven Adams,1,Steven Adams,C,27,NOP,58,1605,15.1,0.596,0.01,0.438,14.4,20.4,17.4,9.1,1.6,2.2,17.5,11.7,2.3,1.7,4,0.119,-0.4,0.1,-0.3,0.7,adamsst01
2021,Bam Adebayo,1,Bam Adebayo,C,23,MIA,64,2143,22.7,0.626,0.01,0.443,7.7,22.6,15.3,26.9,1.7,3.2,15,23.7,5.6,3.2,8.8,0.197,2.9,2,4.9,3.7,adebaba01
2021,LaMarcus Aldridge,1,LaMarcus Aldridge,C,35,TOT,26,674,15.7,0.556,0.27,0.159,3,15.8,9.4,11,0.8,3.7,7.9,22.2,0.5,0.6,1.1,0.08,-0.2,-0.2,-0.3,0.3,aldrila01
2021,Ty-Shon Alexander,1,Ty-Shon Alexander,SG,22,PHO,15,47,4.2,0.349,0.75,0.167,4.9,19,12.1,15.4,0,1.9,18.9,15,-0.1,0,0,-0.048,-4.8,-1.7,-6.5,-0.1,alexaty01
2021,Nickeil Alexander-Walker,1,Nickeil Alexander-Walker,SG,22,NOP,46,1007,12.5,0.522,0.478,0.144,1.4,14.1,7.8,14.7,2.2,2.1,12.4,23.2,-0.3,1,0.7,0.035,-1.4,0.1,-1.3,0.2,alexani01
2021,Grayson Allen,1,Grayson Allen,SG,25,MEM,50,1259,12.8,0.586,0.662,0.22,1.6,12,6.7,11.5,1.7,0.6,9.6,16.8,1.5,1.2,2.7,0.101,-0.2,0.1,-0.2,0.6,allengr01
2021,Jarrett Allen,1,Jarrett Allen,C,22,TOT,63,1864,20.1,0.661,0.039,0.602,11.6,26.3,18.9,8.7,0.8,4.3,14.1,16.6,4.3,2.1,6.4,0.166,1.3,-0.2,1.1,1.4,allenja01
2021,Al-Farouq Aminu,1,Al-Farouq Aminu,PF,30,TOT,23,434,8.9,0.469,0.374,0.222,5.1,21.9,13.3,10.1,2.1,1.9,20.5,13.6,-0.4,0.5,0.1,0.01,-4.9,1.1,-3.8,-0.2,aminual01
2021,Kyle Anderson,1,Kyle Anderson,PF,27,MEM,69,1887,17.2,0.578,0.397,0.28,2.9,19.5,11.1,18.3,2.1,2.7,10.4,18.5,2.9,2.7,5.6,0.143,1.4,1.9,3.3,2.5,anderky01
2021,Giannis Antetokounmpo,1,Giannis Antetokounmpo,PF,26,MIL,61,2013,29.2,0.633,0.201,0.528,5.3,28.9,17.5,28.7,1.7,3.2,13.2,32.5,6.9,3.3,10.2,0.244,6.2,2.8,9,5.6,antetgi01
2021,Kostas Antetokounmpo,1,Kostas Antetokounmpo,PF,23,LAL,15,56,0,0.382,0,1.3,8.1,29.9,19.1,2.3,1.7,6.4,41.2,20.7,-0.3,0.1,-0.2,-0.174,-13.3,0.8,-12.6,-0.1,antetko01
2021,Thanasis Antetokounmpo,1,Thanasis Antetokounmpo,SF,28,MIL,57,551,10.3,0.523,0.212,0.358,10.7,12.9,11.8,10.3,1.9,1.6,21.3,15.3,0,0.6,0.7,0.057,-3.7,0.2,-3.5,-0.2,antetth01
2021,Carmelo Anthony,1,Carmelo Anthony,PF,36,POR,69,1690,14.6,0.547,0.418,0.198,2,11.8,6.8,9.2,1.3,2,6.7,23.1,1.7,0.8,2.6,0.073,0.2,-1.3,-1.1,0.4,anthoca01
2021,Cole Anthony,1,Cole Anthony,PG,20,ORL,47,1273,12.1,0.496,0.312,0.237,3,15.4,9,24.2,1.1,1.3,14.8,24.3,-0.9,0.9,0,-0.001,-1.9,-1.4,-3.3,-0.4,anthoco01
2021,OG Anunoby,1,OG Anunoby,SF,23,TOR,43,1433,15.4,0.605,0.503,0.197,4,14.6,9.1,10.1,2.2,2.2,11.7,19.3,1.5,1.6,3.1,0.104,0.8,0.4,1.2,1.2,anunoog01
2021,Ryan Arcidiacono,1,Ryan Arcidiacono,PG,26,CHI,44,450,9.8,0.541,0.573,0.171,1.2,15.1,8.3,16.3,1,0,7.4,13.1,0.5,0.4,0.9,0.093,-2.6,0.3,-2.3,0,arcidry01
2021,Trevor Ariza,1,Trevor Ariza,SF,35,MIA,30,841,11.9,0.542,0.593,0.183,3.7,15.6,9.8,9.4,1.8,2.2,7.5,15.1,0.5,1,1.6,0.091,-1.2,0.1,-1.1,0.2,arizatr01
2021,D.J. Augustin,1,D.J. Augustin,PG,33,TOT,57,1129,12.1,0.57,0.633,0.274,1.9,7,4.4,22.2,1.2,0.1,14.5,16.8,1.5,0.5,2.1,0.088,-0.6,-1.5,-2.1,0,augusdj01
2021,Deni Avdija,1,Deni Avdija,SF,20,WAS,54,1257,7.6,0.515,0.538,0.144,1.9,20.2,11,6.3,1.2,1,9,12,0,1.2,1.2,0.046,-3.6,0.4,-3.1,-0.4,avdijde01
2021,Deandre Ayton,1,Deandre Ayton,C,22,PHO,69,2115,20.3,0.653,0.029,0.252,12.4,26.3,19.5,6.8,1,3.4,11.9,18.2,5.3,3.1,8.4,0.191,1.1,0.1,1.2,1.7,aytonde01
2021,Udoka Azubuike,1,Udoka Azubuike,C,21,UTA,15,57,10.3,0.597,0,1.111,7.8,16,12.1,0,0.9,5.7,18.3,12.4,0,0.1,0.1,0.119,-5.5,1.7,-3.8,0,azubuud01
2021,Dwayne Bacon,1,Dwayne Bacon,SG,25,ORL,72,1853,9.9,0.49,0.285,0.242,1.7,11.2,6.3,7.9,1.2,0.2,5.4,19.8,-0.3,0.9,0.5,0.013,-3.7,-1.4,-5.1,-1.5,bacondw01
2021,Marvin Bagley III,1,Marvin Bagley III,PF,21,SAC,43,1112,16.3,0.554,0.22,0.273,10.4,21.5,15.9,5.8,0.9,1.6,9.7,23.5,0.9,0.5,1.4,0.059,-0.4,-2.7,-3.1,-0.3,baglema01
2021,LaMelo Ball,1,LaMelo Ball,PG,19,CHO,51,1469,17.5,0.539,0.388,0.246,4.6,17.9,11.1,33.9,2.7,1.2,16.3,26.1,1,1.9,2.8,0.093,1.1,0.7,1.8,1.4,ballla01
2021,Lonzo Ball,1,Lonzo Ball,PG,23,NOP,55,1747,15.2,0.551,0.65,0.091,2.1,14.3,8.2,25.4,2.3,1.7,14.5,20.5,1.5,1.7,3.2,0.089,1.4,0.3,1.7,1.6,balllo01
